P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
SNM-M	MAL-C	SLV-O	0.251584	1.4347	0.151372	0.00463386	179.008	9.84474	5.8869
SNM-S	MAL-C	SLV-O	0.319174	2.23854	0.0251857	0.00923873	175.202	16.6256	8.58048
TES-C	MAL-C	SLV-O	0.103385	0.756661	0.449253	0.00172466	222.053	7.97445	6.48008
TES-M	MAL-C	SLV-O	0.213735	1.12019	0.262631	0.00415586	180.612	10.1166	6.55357
TES-S	MAL-C	SLV-O	0.325838	2.32507	0.0200682	0.00861134	174.946	15.2786	7.76885
TRE-F	MAL-C	SLV-O	0.136604	0.881795	0.377888	0.00196419	220.872	7.0582	5.36161
TRQ-F	MAL-C	SLV-O	0.233821	1.66095	0.0967226	0.00369506	222.137	8.42321	5.23065
MAL-C	SNM-C	SNM-M	0.0182533	0.307398	0.75854	0.00424256	205.477	41.7071	40.2118
SNM-C	MAL-C	SNM-S	0.0610626	1.108	0.267863	0.0128353	242.659	42.2758	37.41
SNM-C	MAL-C	TES-C	0.0728388	2.06765	0.0386732	0.0840282	110.145	75.316	65.0891
MAL-C	SNM-C	TES-M	0.0148344	0.24524	0.80627	0.00348764	203.158	41.8831	40.6586
SNM-C	MAL-C	TES-S	0.0799231	1.52472	0.127329	0.018071	240.7	43.4298	37.0015
SNM-C	MAL-C	TRE-F	0.00122502	0.0361829	0.971136	0.00131398	102.468	70.035	69.8636
MAL-C	SNM-C	TRQ-F	0.0409585	1.19802	0.230908	0.0445009	107.875	72.6551	66.9375
SNM-M	MAL-C	SNM-S	0.23335	3.31834	0.000905528	0.0800084	118.12	84.1965	52.3365
TES-C	MAL-C	SNM-M	0.0804199	1.4305	0.152575	0.0223678	182.375	54.4381	46.334
SNM-M	TES-M	MAL-C	0.0678308	1.00285	0.315935	0.013142	322.796	24.2255	21.1478
SNM-M	MAL-C	TES-S	0.236931	3.69749	0.000217741	0.0867104	115.495	85.0319	52.4566
MAL-C	TRE-F	SNM-M	0.0387873	0.630536	0.528344	0.010822	178.181	51.1477	47.3281
MAL-C	TRQ-F	SNM-M	0.0675572	1.22068	0.222205	0.0206236	173.014	57.7371	50.4297
MAL-C	TES-C	SNM-S	0.0885832	1.60539	0.108408	0.024544	213.28	56.5376	47.3362
TES-M	MAL-C	SNM-S	0.223707	3.07385	0.00211313	0.0766758	121.452	83.0899	52.7104
SNM-S	TES-S	MAL-C	0.0315842	0.619816	0.535379	0.00834974	315.888	36.3178	34.0939
TRE-F	MAL-C	SNM-S	0.0801233	1.10931	0.267296	0.019764	217.996	51.4411	43.8093
TRQ-F	MAL-C	SNM-S	0.171336	2.57853	0.0099222	0.0413377	216.565	55.8487	39.5103
TES-C	MAL-C	TES-M	0.068102	1.21047	0.226098	0.0194963	180.333	55.0018	47.988
MAL-C	TES-C	TES-S	0.0552368	1.01962	0.307909	0.0162485	212.147	54.2611	48.5805
TRE-F	MAL-C	TES-C	0.0794502	1.80395	0.0712387	0.106738	89.9297	87.8394	74.909
TES-C	MAL-C	TRQ-F	0.119395	3.1681	0.00153437	0.124241	92.5208	86.8212	68.3005
TES-M	MAL-C	TES-S	0.242918	3.65886	0.000253335	0.0877404	119.6	84.3646	51.388
MAL-C	TRE-F	TES-M	0.0381186	0.601088	0.547782	0.0110226	176.646	52.5788	48.7175
MAL-C	TRQ-F	TES-M	0.0425078	0.797422	0.425206	0.0133339	172.746	57.589	52.8926
TRE-F	MAL-C	TES-S	0.0912719	1.37149	0.170223	0.0237212	214.711	51.4774	42.8665
TRQ-F	MAL-C	TES-S	0.141337	2.17261	0.0298096	0.0369055	212.69	54.7531	41.1925
TRQ-F	TRE-F	MAL-C	0.0697123	1.76482	0.0775942	0.0768405	118.605	66.5337	57.8618
MAL-M	MOB-C	MOB-G	0.30437	6.01989	1.74533e-09	0.154505	102.993	100.569	53.6342
MAL-M	MOB-C	MOB-S	0.294222	5.2512	1.51111e-07	0.139388	111.516	95.5456	52.1039
MTB-F	MOB-C	MAL-M	0.0939459	1.45926	0.144494	0.0270068	163.111	60.0786	49.7597
MOB-C	PAS-C	MAL-M	0.116929	1.99451	0.0460964	0.0348167	144.981	62.1987	49.1758
MAL-M	MOB-C	REN-C	0.0882587	1.13735	0.255393	0.0162677	183.727	47.4992	39.7948
MAL-M	MOB-C	REN-HC	0.0612009	0.781591	0.434455	0.0119644	178.453	45.8441	40.5563
MAL-M	MOB-C	REN-HS	0.286468	5.60184	2.12093e-08	0.14665	113.877	92.6476	51.3865
MAL-M	MOB-C	REN-S	0.312385	5.32706	9.98176e-08	0.154744	108.314	96.0234	50.3108
MOB-C	RGG-C	MAL-M	0.0451747	0.768621	0.442118	0.0126828	182.434	55.0617	50.3019
MAL-M	MOB-C	RGG-S	0.31558	5.3154	1.06422e-07	0.114782	108.579	90.8532	47.2657
MOB-C	SLV-F	MAL-M	0.170382	2.68267	0.00730363	0.0511011	148.34	65.3709	46.3378
MAL-M	SLV-M	MOB-C	0.0666576	0.906462	0.364692	0.0138091	317.913	25.362	22.1921
MOB-C	MAL-M	SLV-O	0.0427102	0.243265	0.8078	0.000829634	180.369	8.7252	8.01042
MOB-C	SNM-C	MAL-M	0.078242	1.20168	0.229487	0.0208426	157.856	53.0877	45.3832
SNM-M	MAL-M	MOB-C	0.0749502	1.07912	0.280533	0.0140055	339.589	23.5596	20.2742
MAL-M	MOB-C	SNM-S	0.306169	5.29561	1.18618e-07	0.10867	109.725	91.6132	48.6645
TES-C	MOB-C	MAL-M	0.0113726	0.182941	0.854844	0.00315166	179.905	52.4481	51.2686
MAL-M	TES-M	MOB-C	0.00550969	0.0802872	0.936009	0.00102957	338.424	21.6083	21.3715
MAL-M	MOB-C	TES-S	0.286591	4.83701	1.31805e-06	0.104842	107.9	87.8312	48.7019
MOB-C	TRE-F	MAL-M	0.110868	1.69769	0.0895668	0.033006	153.533	61.2022	48.9859
MOB-C	TRQ-F	MAL-M	0.120878	1.88352	0.0596295	0.0378443	146.2	65.3411	51.248
MOB-S	MOB-G	MAL-M	0.0531084	0.788804	0.430227	0.0149347	135.357	62.5636	56.2534
MOB-G	MTB-F	MAL-M	0.28154	5.04291	4.58496e-07	0.0968101	101.78	91.3499	51.2128
MAL-M	PAS-C	MOB-G	0.120755	2.21111	0.0270281	0.0520448	120.934	74.086	58.1214
MAL-M	MOB-G	REN-C	0.0788014	0.862755	0.388272	0.0171524	138.925	54.9541	46.9258
MAL-M	MOB-G	REN-HC	0.0390791	0.45444	0.649512	0.00906374	137.445	52.5386	48.5867
REN-HS	MOB-G	MAL-M	0.100148	1.45701	0.145114	0.0246904	147.978	57.9016	47.3599
REN-S	MOB-G	MAL-M	0.0576542	0.774359	0.438718	0.0138866	144.935	53.8086	47.9422
MAL-M	RGG-C	MOB-G	0.228785	3.95493	7.65578e-05	0.111815	112.049	91.9587	57.7155
RGG-S	MOB-G	MAL-M	0.0720303	0.981473	0.32636	0.0195944	125.519	61.8277	53.5192
MAL-M	SLV-F	MOB-G	0.122202	1.93359	0.053164	0.0517627	124.912	72.6483	56.8262
MAL-M	SLV-M	MOB-G	0.0853129	1.05799	0.290058	0.00984934	354.807	19.1467	16.1366
MOB-G	MAL-M	SLV-O	0.0335314	0.200951	0.840737	0.000829047	163.77	10.8965	10.1895
MAL-M	SNM-C	MOB-G	0.159739	2.48816	0.0128406	0.0703099	111.973	77.1667	55.9093
SNM-M	MAL-M	MOB-G	0.0652723	0.841892	0.399849	0.00736747	375.541	18.4789	16.2144
SNM-S	MOB-G	MAL-M	0.0662151	1.03107	0.302507	0.0181915	127.347	62.0632	54.3546
MAL-M	TES-C	MOB-G	0.212759	3.4812	0.000499178	0.104566	107.588	90.6436	58.8397
TES-M	MAL-M	MOB-G	0.00598207	0.0907331	0.927705	0.000657063	375.466	16.875	16.6743
TES-S	MOB-G	MAL-M	0.0421172	0.630548	0.528336	0.0113499	124.376	59.2636	54.4733
MAL-M	TRE-F	MOB-G	0.138972	2.55268	0.0106899	0.0614998	119.899	76.6002	57.9074
MAL-M	TRQ-F	MOB-G	0.0754767	1.1625	0.245031	0.0327081	126.283	70.9494	60.991
MAL-M	MTB-F	MOB-S	0.264857	4.51784	6.2475e-06	0.12837	104.397	94.6285	54.9987
MAL-M	PAS-C	MOB-S	0.115655	2.07553	0.0379379	0.0495889	131.506	74.522	59.0712
MAL-M	MOB-S	REN-C	0.0906939	1.11922	0.263047	0.0200091	138.842	56.8784	47.4192
MAL-M	MOB-S	REN-HC	0.0749317	0.968238	0.332926	0.0182187	135.416	57.7864	49.73
REN-HS	MOB-S	MAL-M	0.0484237	0.875811	0.381133	0.0100435	223.853	47.7633	43.3512
MOB-S	REN-S	MAL-M	0.0119176	0.181272	0.856154	0.00237877	224.432	43.9023	42.8682
MAL-M	RGG-C	MOB-S	0.207329	3.65905	0.000253148	0.0966386	121.339	87.8342	57.6674
RGG-S	MOB-S	MAL-M	0.0254754	0.343549	0.731186	0.00465194	243.053	40.778	38.7519
MAL-M	SLV-F	MOB-S	0.136394	2.28458	0.0223372	0.0553276	131.914	71.9294	54.6629
MAL-M	SLV-M	MOB-S	0.032149	0.433951	0.664324	0.00372837	370.839	18.556	17.4001
MOB-S	MAL-M	SLV-O	0.222152	1.38632	0.165648	0.00592056	166.341	14.0917	8.96875
MAL-M	SNM-C	MOB-S	0.142453	2.11279	0.034619	0.06158	122.39	76.0793	57.1066
SNM-M	MAL-M	MOB-S	0.0299797	0.374414	0.708096	0.00344063	392.693	18.5009	17.4239
SNM-S	MOB-S	MAL-M	0.0270094	0.397962	0.690658	0.00494517	246.554	40.8461	38.6976
MAL-M	TES-C	MOB-S	0.211916	3.901	9.57966e-05	0.100055	116.6	88.2205	57.368
TES-M	MAL-M	MOB-S	0.0302821	0.41911	0.675136	0.00340524	395.312	18.1809	17.1122
MOB-S	TES-S	MAL-M	0.00735342	0.123288	0.901879	0.0013561	245.495	40.368	39.7786
MAL-M	TRE-F	MOB-S	0.123328	2.19297	0.0283092	0.0533054	127.647	75.5168	58.9351
MAL-M	TRQ-F	MOB-S	0.0780517	1.18303	0.236799	0.0325555	133.342	70.1638	60.004
MTB-F	PAS-C	MAL-M	0.19335	3.88713	0.000101437	0.0635193	129.351	75.0754	50.7475
MAL-M	MTB-F	REN-C	0.0884076	1.03765	0.299434	0.016522	173.421	48.2353	40.3993
MAL-M	MTB-F	REN-HC	0.0665303	0.747833	0.454561	0.0130896	169.407	46.4992	40.6979
MAL-M	MTB-F	REN-HS	0.287171	4.48572	7.26671e-06	0.151034	105.58	94.7604	52.4778
MAL-M	MTB-F	REN-S	0.313682	4.90363	9.40808e-07	0.160534	100.325	98.8192	51.6269
MTB-F	RGG-C	MAL-M	0.12508	2.1183	0.0341499	0.0380018	154.953	65.6913	51.0849
MAL-M	MTB-F	RGG-S	0.24949	3.67799	0.000235082	0.0916327	102.979	86.4552	51.9296
MTB-F	SLV-F	MAL-M	0.241581	4.03135	5.54568e-05	0.0799032	137.665	78.4237	47.9051
MAL-M	SLV-M	MTB-F	0.0728239	0.886796	0.375189	0.0142247	324.619	22.1722	19.162
MTB-F	MAL-M	SLV-O	0.185871	1.04967	0.293871	0.00410868	177.091	11.3039	7.76042
MTB-F	SNM-C	MAL-M	0.141747	2.41825	0.0155953	0.0429013	137.743	65.1481	48.9719
SNM-M	MAL-M	MTB-F	0.067687	0.938049	0.348219	0.0123437	346.053	20.982	18.3217
MAL-M	MTB-F	SNM-S	0.250133	3.74729	0.000178755	0.0895278	103.704	87.8566	52.699
MTB-F	TES-C	MAL-M	0.0714849	1.19515	0.232029	0.0215795	151.796	61.5205	53.3118
TES-M	MAL-M	MTB-F	0.0138465	0.198325	0.842791	0.00240849	345.34	18.7882	18.275
MAL-M	MTB-F	TES-S	0.248836	3.72735	0.000193503	0.0925342	101.043	85.8703	51.6503
MTB-F	TRE-F	MAL-M	0.183	2.96945	0.00298332	0.0598612	138.071	73.2884	50.6143
MTB-F	TRQ-F	MAL-M	0.197106	3.3872	0.000706103	0.0665657	134.152	77.1264	51.7283
MAL-M	PAS-C	REN-C	0.0680158	0.903434	0.366296	0.0120232	193.757	45.0293	39.294
MAL-M	PAS-C	REN-HC	0.0159246	0.201674	0.840172	0.00302539	192.988	42.9483	41.6019
MAL-M	PAS-C	REN-HS	0.122784	2.10818	0.0350151	0.0569708	133.872	73.6285	57.5249
MAL-M	PAS-C	REN-S	0.145735	2.38878	0.0169044	0.065682	128.429	76.4859	57.0282
RGG-C	PAS-C	MAL-M	0.0785607	1.57966	0.114185	0.0236245	150.099	60.1548	51.3916
MAL-M	PAS-C	RGG-S	0.17129	2.96514	0.00302549	0.0595427	129.299	77.4483	54.7961
PAS-C	SLV-F	MAL-M	0.0681256	1.28234	0.199724	0.0175821	193.705	49.5114	43.1957
MAL-M	SLV-M	PAS-C	0.00140898	0.0201335	0.983937	0.000352018	308.14	25.8064	25.7338
PAS-C	MAL-M	SLV-O	0.045446	0.247388	0.804608	0.000968127	184.417	9.60979	8.77431
SNM-C	PAS-C	MAL-M	0.0549583	0.990822	0.321773	0.0165064	151.152	57.4432	51.4582
SNM-M	MAL-M	PAS-C	0.0542737	0.794075	0.427152	0.0116174	326.558	23.8154	21.3633
MAL-M	PAS-C	SNM-S	0.130497	2.0963	0.0360557	0.0438734	132.225	75.3774	57.9752
TES-C	PAS-C	MAL-M	0.131134	2.41899	0.0155638	0.0399969	145.723	64.4882	49.5357
TES-M	MAL-M	PAS-C	0.0719871	1.13141	0.257881	0.0152181	327.97	24.0382	20.8097
MAL-M	PAS-C	TES-S	0.136549	2.26726	0.0233741	0.0475815	128.31	74.2141	56.3814
PAS-C	TRE-F	MAL-M	0.00199078	0.036082	0.971217	0.000540822	180.51	48.6839	48.4904
PAS-C	TRQ-F	MAL-M	0.013611	0.302567	0.76222	0.00355087	188.931	47.6052	46.3267
REN-C	REN-HC	MAL-M	0.0877724	0.990386	0.321985	0.0070511	414.319	20.8736	17.505
MAL-M	REN-HS	REN-C	0.127471	1.68653	0.091693	0.0296975	133.726	61.672	47.7268
MAL-M	REN-S	REN-C	0.216912	2.9873	0.00281456	0.0511816	134.236	67.9946	43.7548
MAL-M	RGG-C	REN-C	0.0537994	0.642238	0.520719	0.0102099	190.582	47.6323	42.7688
MAL-M	RGG-S	REN-C	0.0358677	0.391406	0.695497	0.00806366	139.18	55.2855	51.4569
MAL-M	SLV-F	REN-C	0.0638928	0.772678	0.439713	0.0115383	197.679	45.3403	39.8944
MAL-M	SLV-M	REN-C	0.0686256	0.729759	0.465538	0.00398454	423.009	14.6143	12.7373
REN-C	MAL-M	SLV-O	0.332674	1.80862	0.0705106	0.00800374	130.508	13.369	6.69444
MAL-M	SNM-C	REN-C	0.0165675	0.193596	0.846492	0.00305901	191.581	44.1867	42.7464
MAL-M	SNM-M	REN-C	0.13084	1.29065	0.196824	0.00745804	442.017	15.3375	11.7884
MAL-M	SNM-S	REN-C	0.0825274	0.855691	0.392169	0.0184991	139.106	57.1142	48.4059
MAL-M	TES-C	REN-C	0.0231983	0.27496	0.783347	0.00436051	186.761	45.6516	43.5815
MAL-M	TES-M	REN-C	0.0898378	0.905442	0.365231	0.00445172	442.35	12.8444	10.7269
MAL-M	TES-S	REN-C	0.106024	1.12102	0.262278	0.0236635	139.63	58.9028	47.6099
MAL-M	TRE-F	REN-C	0.0391647	0.455278	0.648909	0.00724233	195.779	45.475	42.0472
MAL-M	TRQ-F	REN-C	0.0023121	0.0267663	0.978646	0.000420747	199.428	43.4225	43.2222
MAL-M	REN-HS	REN-HC	0.106853	1.44509	0.148433	0.0272067	130.502	61.7961	49.8648
MAL-M	REN-S	REN-HC	0.189507	2.41063	0.0159252	0.0487021	131.231	67.7057	46.1326
MAL-M	RGG-C	REN-HC	0.0388994	0.474505	0.63514	0.00787461	188.233	46.77	43.2676
MAL-M	RGG-S	REN-HC	0.0355356	0.401917	0.687745	0.00869655	134.974	56.0589	52.2115
MAL-M	SLV-F	REN-HC	0.0310969	0.359458	0.719252	0.00596595	195.263	43.5432	40.9167
SLV-M	MAL-M	REN-HC	0.000187294	0.00205222	0.998363	1.11842e-05	423.073	13.1562	13.1513
REN-HC	MAL-M	SLV-O	0.304336	1.78865	0.0736705	0.00774109	130.702	13.8278	7.375
SNM-C	MAL-M	REN-HC	0.0194572	0.223897	0.822838	0.00378223	187.849	43.7719	42.1011
MAL-M	SNM-M	REN-HC	0.113567	1.24969	0.211411	0.00695739	440.993	15.0852	12.0083
MAL-M	SNM-S	REN-HC	0.0741138	0.779078	0.435934	0.0180216	133.952	57.2663	49.3636
TES-C	MAL-M	REN-HC	0.00944475	0.11601	0.907645	0.00189632	183.28	44.8713	44.0316
MAL-M	TES-M	REN-HC	0.152157	1.63872	0.101271	0.007886	441.824	13.2495	9.75
MAL-M	TES-S	REN-HC	0.110419	1.23157	0.21811	0.027154	135.336	60.8382	48.7388
MAL-M	TRE-F	REN-HC	0.0143242	0.162478	0.870929	0.00285184	191.947	44.6508	43.3897
TRQ-F	MAL-M	REN-HC	0.0138734	0.158784	0.873839	0.00270266	197.046	43.9378	42.7353
REN-HS	REN-S	MAL-M	0.0602406	1.33014	0.183473	0.0110798	242.203	42.7934	37.9306
MAL-M	RGG-C	REN-HS	0.202347	3.63765	0.000275139	0.101412	124.059	85.1279	56.475
REN-HS	RGG-S	MAL-M	0.0194146	0.289462	0.772228	0.00411755	195.8	47.3281	45.5254
MAL-M	SLV-F	REN-HS	0.133866	2.25658	0.024034	0.0588088	135.284	69.978	53.4546
MAL-M	SLV-M	REN-HS	0.0388602	0.496075	0.619841	0.00473692	375.279	17.5861	16.2704
REN-HS	MAL-M	SLV-O	0.196791	1.29904	0.193931	0.00501611	163.039	13.1825	8.84722
MAL-M	SNM-C	REN-HS	0.140912	2.37892	0.0173637	0.0661325	126.217	75.0642	56.5221
SNM-M	MAL-M	REN-HS	0.0727182	0.946836	0.343722	0.00859668	397.222	18.0345	15.5894
REN-HS	SNM-S	MAL-M	0.0267856	0.379422	0.704374	0.00574237	200.317	48.1789	45.6653
MAL-M	TES-C	REN-HS	0.212559	3.88059	0.000104202	0.108362	118.427	86.4751	56.1574
TES-M	MAL-M	REN-HS	0.0137261	0.190073	0.849252	0.00159804	398.686	16.6427	16.1921
REN-HS	TES-S	MAL-M	0.0468868	0.722683	0.469875	0.00976869	197.296	47.9284	43.6353
MAL-M	TRE-F	REN-HS	0.140182	2.44745	0.014387	0.0649094	129.153	74.4099	56.113
MAL-M	TRQ-F	REN-HS	0.0873924	1.29231	0.196252	0.0389622	134.598	68.1327	57.1813
MAL-M	RGG-C	REN-S	0.226806	3.66639	0.000245998	0.110555	118.77	88.6675	55.8827
RGG-S	REN-S	MAL-M	0.0389059	0.545659	0.5853	0.00797204	199.105	46.4208	42.944
MAL-M	SLV-F	REN-S	0.165325	2.42699	0.0152248	0.0707395	129.932	73.4818	52.632
MAL-M	SLV-M	REN-S	0.0460661	0.610805	0.541329	0.00558339	370.05	18.5651	16.93
REN-S	MAL-M	SLV-O	0.0650494	0.394199	0.693434	0.00157594	165.152	11.0929	9.73785
MAL-M	SNM-C	REN-S	0.160004	2.44849	0.0143456	0.07469	121.668	79.5235	57.5856
SNM-M	MAL-M	REN-S	0.0939944	1.24966	0.211424	0.0111791	392.714	19.3615	16.0345
SNM-S	REN-S	MAL-M	0.0263171	0.355866	0.721941	0.00559211	198.647	47.4319	44.9993
MAL-M	TES-C	REN-S	0.244766	3.96114	7.45943e-05	0.120217	112.48	90.0166	54.6155
MAL-M	TES-M	REN-S	0.0246042	0.344188	0.730705	0.0028499	393.086	17.5105	16.6696
TES-S	REN-S	MAL-M	0.0068443	0.0999665	0.920371	0.0014057	198.729	44.9713	44.3599
MAL-M	TRE-F	REN-S	0.145914	2.42552	0.0152863	0.0654039	125.089	75.9095	56.5778
MAL-M	TRQ-F	REN-S	0.108276	1.57452	0.115366	0.0467322	129.669	70.9037	57.0495
MAL-M	RGG-C	RGG-S	0.233202	3.83135	0.000127439	0.0851117	118.836	85.6387	53.2497
RGG-C	SLV-F	MAL-M	0.139864	2.33722	0.0194279	0.0403466	165.828	60.7657	45.8535
MAL-M	SLV-M	RGG-C	0.0497114	0.664118	0.506615	0.0116046	315.678	25.7688	23.3281
RGG-C	MAL-M	SLV-O	0.0760759	0.436429	0.662525	0.00161854	184.857	9.88216	8.48487
RGG-C	SNM-C	MAL-M	0.0295923	0.566168	0.57128	0.00803144	166.583	51.2284	48.2836
SNM-M	MAL-M	RGG-C	0.0710345	1.00902	0.312966	0.0150398	336.889	24.2442	21.0283
MAL-M	RGG-C	SNM-S	0.216259	3.26871	0.0010804	0.0758914	119.741	84.713	54.5879
TES-C	RGG-C	MAL-M	0.0605914	1.22027	0.222361	0.0154965	194.649	50.8868	45.0725
TES-M	MAL-M	RGG-C	0.0365701	0.515544	0.606173	0.00768829	337.271	23.0203	21.3959
MAL-M	RGG-C	TES-S	0.216175	3.66959	0.000242935	0.079496	117.502	83.9195	54.0861
RGG-C	TRE-F	MAL-M	0.0747493	1.26432	0.206117	0.0221013	166.919	58.3985	50.2752
RGG-C	TRQ-F	MAL-M	0.0839149	1.47289	0.140782	0.0261803	159.154	62.4314	52.7647
MAL-M	SLV-F	RGG-S	0.171718	2.53758	0.0111622	0.056843	130.786	73.4564	51.926
MAL-M	SLV-M	RGG-S	0.0646073	0.797481	0.425172	0.00588119	370.303	18.2208	16.0093
RGG-S	MAL-M	SLV-O	0.24641	1.66428	0.0960564	0.00628722	162.324	13.7601	8.31944
MAL-M	SNM-C	RGG-S	0.184703	2.45423	0.0141187	0.0630797	119.541	76.0796	52.357
SNM-M	MAL-M	RGG-S	0.065751	0.796661	0.425648	0.00589099	393.36	18.1838	15.9401
RGG-S	SNM-S	MAL-M	0.0038001	0.0514706	0.958951	0.000583474	332.411	33.3661	33.1135
MAL-M	TES-C	RGG-S	0.260548	4.56786	4.92733e-06	0.0990066	113.839	90.2729	52.9552
TES-M	MAL-M	RGG-S	0.0550746	0.70251	0.482361	0.00499308	395.434	18.1528	16.2576
RGG-S	TES-S	MAL-M	0.0362944	0.577318	0.563725	0.00466919	349.827	29.0104	26.9783
MAL-M	TRE-F	RGG-S	0.169701	2.6638	0.00772625	0.0565549	122.87	73.9713	52.5077
MAL-M	TRQ-F	RGG-S	0.139626	1.88615	0.0592742	0.0461789	129.199	71.4177	53.9176
MAL-M	SLV-M	SLV-F	0.0536032	0.739205	0.459783	0.0103114	299.337	27.1941	24.4271
MAL-M	SLV-F	SLV-O	0.00318002	0.0180397	0.985607	7.09727e-05	185.121	9.62351	9.5625
SNM-C	SLV-F	MAL-M	0.110333	1.79997	0.0718646	0.0312892	174.8	56.8624	45.5616
SNM-M	MAL-M	SLV-F	0.0488008	0.683881	0.494051	0.00780178	318.107	22.9161	20.7835
MAL-M	SLV-F	SNM-S	0.146297	2.10434	0.0353485	0.0463263	132.983	71.7258	53.4176
TES-C	SLV-F	MAL-M	0.202596	3.24094	0.00119135	0.0581767	159.231	64.6073	42.8391
TES-M	MAL-M	SLV-F	0.0466014	0.70153	0.482972	0.00745206	318.844	22.7627	20.7356
MAL-M	SLV-F	TES-S	0.166358	2.61806	0.00884319	0.0550464	128.776	72.2141	51.6143
TRE-F	SLV-F	MAL-M	0.0689538	1.19023	0.233954	0.0151533	213.27	41.9109	36.5039
TRQ-F	SLV-F	MAL-M	0.0632921	1.18242	0.237039	0.0134402	233.046	40.2121	35.4249
SLV-M	MAL-M	SLV-O	0.423077	1.87664	0.0605673	0.00307085	268.579	4.43229	1.79688
MAL-M	SLV-M	SNM-C	0.0408188	0.552488	0.580614	0.00800694	307.558	24.5651	22.6383
SNM-M	MAL-M	SLV-M	0.0942845	1.86361	0.0623768	0.168281	66.1299	48.3628	40.0289
MAL-M	SLV-M	SNM-S	0.0109938	0.13266	0.894462	0.001003	371.833	18.0272	17.6351
MAL-M	SLV-M	TES-C	0.0822384	1.15525	0.247987	0.0167137	315.853	26.0663	22.1047
TES-M	MAL-M	SLV-M	0.062275	1.34798	0.177665	0.119116	63.1358	47.673	42.0834
MAL-M	SLV-M	TES-S	0.031836	0.36778	0.713037	0.00282363	370.061	16.9322	15.8873
MAL-M	SLV-M	TRE-F	0.107816	1.54227	0.123008	0.0219133	304.259	28.237	22.7407
MAL-M	SLV-M	TRQ-F	0.0514323	0.694395	0.487434	0.0111879	304.465	27.3608	24.684
SNM-C	MAL-M	SLV-O	0.134591	0.68649	0.492404	0.00234815	179.637	8.50521	6.48735
SNM-M	MAL-M	SLV-O	0.383691	2.18822	0.0286538	0.00270271	273.466	4.17063	1.85764
SNM-S	MAL-M	SLV-O	0.252097	1.62879	0.103357	0.00738638	165.366	15.8942	9.49392
MAL-M	TES-C	SLV-O	0.0168834	0.0976109	0.922241	0.00036806	183.909	9.55035	9.23322
TES-M	MAL-M	SLV-O	0.398049	2.62866	0.00857209	0.00242905	275.414	3.66121	1.57639
TES-S	MAL-M	SLV-O	0.259497	1.63353	0.102357	0.00675858	162.49	14.2329	8.36806
MAL-M	TRE-F	SLV-O	0.0152491	0.08072	0.935665	0.000327647	183.003	9.37351	9.09193
TRQ-F	MAL-M	SLV-O	0.0758615	0.444471	0.656702	0.0018003	185.556	10.9748	9.42708
SNM-M	MAL-M	SNM-C	0.120747	1.54573	0.12217	0.019945	326.229	22.8206	17.9033
MAL-M	SNM-C	SNM-S	0.166944	2.22927	0.025796	0.0566292	121.77	77.4017	55.2554
TES-C	SNM-C	MAL-M	0.0858727	1.45484	0.145714	0.0228327	164.062	53.2725	44.8467
TES-M	MAL-M	SNM-C	0.048092	0.639344	0.522599	0.00806237	327.553	21.4832	19.5117
MAL-M	SNM-C	TES-S	0.171984	2.5544	0.0106371	0.0598109	118.271	75.2448	53.161
SNM-C	TRE-F	MAL-M	0.0401794	0.653974	0.513129	0.0111896	171.736	51.9298	47.918
SNM-C	TRQ-F	MAL-M	0.0592689	1.04775	0.294752	0.0172445	171.829	55.5995	49.3776
SNM-M	MAL-M	SNM-S	0.0640454	0.789514	0.429812	0.00562368	394.226	18.5805	16.3438
SNM-M	MAL-M	TES-C	0.0833185	1.24142	0.214452	0.0153849	339.27	24.3379	20.5943
SNM-M	MAL-M	TES-M	0.111733	2.37777	0.0174179	0.240151	55.5126	54.4514	43.5063
SNM-M	MAL-M	TES-S	0.071892	0.890724	0.373077	0.00622746	392.331	17.4512	15.1103
SNM-M	MAL-M	TRE-F	0.100564	1.31256	0.189331	0.0167977	325.123	23.6012	19.2881
SNM-M	MAL-M	TRQ-F	0.106033	1.57628	0.114962	0.0192681	324.813	24.6684	19.9386
MAL-M	TES-C	SNM-S	0.259102	4.15584	3.24102e-05	0.0932497	112.792	89.0695	52.4115
TES-M	MAL-M	SNM-S	0.0404854	0.524836	0.599697	0.00355929	395.302	18.1062	16.6972
SNM-S	TES-S	MAL-M	0.023896	0.360274	0.718643	0.00352143	332.891	32.7669	31.2374
MAL-M	TRE-F	SNM-S	0.147305	2.20623	0.0273676	0.0481032	125.281	74.121	55.0879
MAL-M	TRQ-F	SNM-S	0.0878593	1.15775	0.246967	0.0280087	132.753	68.7456	57.6413
TES-M	MAL-M	TES-C	0.0245726	0.366579	0.713933	0.00431207	338.261	21.5573	20.5233
MAL-M	TES-C	TES-S	0.245372	4.20444	2.61725e-05	0.0936547	112.221	88.0758	53.3692
TES-C	TRE-F	MAL-M	0.132583	2.36822	0.0178741	0.0379607	162.736	60.0646	46.002
TES-C	TRQ-F	MAL-M	0.142656	2.39105	0.0168004	0.0432504	154.974	64.5032	48.3973
TES-M	MAL-M	TES-S	0.0787251	1.01467	0.310261	0.00696447	394.918	17.9321	15.3147
