P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
SNM-C	MAL-C	REN-S	0.0742161	1.53252	0.125395	0.0217604	242.182	44.8638	38.6646
REN-S	SNM-M	MAL-C	0.146001	2.40574	0.0161397	0.114039	54.7901	118.44	88.2612
SNM-S	REN-S	MAL-C	0.0237648	0.384938	0.700284	0.0096419	185.408	56.4341	53.8141
MAL-C	TES-C	REN-S	0.0662167	1.30755	0.191026	0.0245121	210.026	54.9038	48.0843
REN-S	TES-M	MAL-C	0.171897	2.84827	0.00439574	0.131958	54.5702	119.421	84.3872
TES-S	REN-S	MAL-C	0.00531675	0.0898262	0.928425	0.00213569	184.899	54.5214	53.9447
TRE-F	MAL-C	REN-S	0.0917151	1.44939	0.147229	0.0319324	216.932	54.9279	45.6989
TRQ-F	MAL-C	REN-S	0.146144	2.18709	0.0287361	0.0499556	214.669	57.9948	43.205
MAL-C	RGG-C	RGG-S	0.0259107	0.476045	0.634043	0.00731216	214.137	50.7673	48.2029
RGG-C	SLV-F	MAL-C	0.0210043	0.551355	0.581391	0.0342521	77.6007	87.321	83.7283
RGG-C	MAL-C	SLV-M	0.026909	0.51873	0.603949	0.00837096	174.758	53.4973	50.6936
RGG-C	MAL-C	SLV-O	0.228914	1.79208	0.0731197	0.00368971	222.678	8.61314	5.40435
SNM-C	MAL-C	RGG-C	0.057603	1.81064	0.0701973	0.092099	110.48	74.3128	66.2178
RGG-C	MAL-C	SNM-M	0.0199046	0.377154	0.706059	0.00570629	181.503	52.2589	50.2191
MAL-C	RGG-C	SNM-S	0.0278847	0.505508	0.613202	0.00719789	215.433	50.9759	48.2102
RGG-C	TES-C	MAL-C	0.00340004	0.0993563	0.920855	0.0051897	101.16	80.6856	80.1388
RGG-C	MAL-C	TES-M	0.0276254	0.532635	0.594286	0.00819235	180.398	53.9545	51.0536
MAL-C	RGG-C	TES-S	0.00776455	0.141246	0.887676	0.00222066	214.302	50.5964	49.8167
RGG-C	TRE-F	MAL-C	0.0160813	0.442185	0.658355	0.0266169	76.1532	88.3597	85.5628
TRQ-F	RGG-C	MAL-C	0.0324732	0.808564	0.418766	0.0534224	71.9349	92.0719	86.2803
SLV-F	MAL-C	RGG-S	0.0814071	1.30283	0.192633	0.0215783	218.12	51.031	43.3479
RGG-S	SLV-M	MAL-C	0.197795	3.47372	0.000513298	0.149295	52.4948	119.985	80.3579
RGG-S	MAL-C	SLV-O	0.305017	2.30532	0.0211487	0.00803651	173.855	14.9793	7.97718
SNM-C	MAL-C	RGG-S	0.0740342	1.43258	0.151979	0.0167377	241.42	42.75	36.8564
RGG-S	SNM-M	MAL-C	0.155886	2.80809	0.00498366	0.118275	51.6985	116.589	85.1418
SNM-S	RGG-S	MAL-C	0.0202644	0.340347	0.733596	0.00548882	315.743	37.5196	36.0292
MAL-C	TES-C	RGG-S	0.0679368	1.37939	0.167776	0.0204449	212.864	55.6195	48.5431
RGG-S	TES-M	MAL-C	0.17581	3.11549	0.0018364	0.134925	50.9427	120.187	84.2458
RGG-S	TES-S	MAL-C	0.00306626	0.0637671	0.949156	0.000710313	331.426	31.3717	31.1799
TRE-F	MAL-C	RGG-S	0.0804084	1.23753	0.215889	0.0208207	214.168	49.826	42.4095
TRQ-F	MAL-C	RGG-S	0.118967	1.7488	0.0803253	0.0316648	213.048	53.6493	42.2414
MAL-C	SLV-F	SLV-M	0.134259	2.32734	0.0199471	0.0417834	169.265	58.2765	44.4805
SLV-F	MAL-C	SLV-O	0.162343	1.07264	0.283434	0.00259454	223.191	8.05655	5.80605
MAL-C	SNM-C	SLV-F	0.028054	0.877907	0.379994	0.0250726	101.01	73.8411	69.8111
MAL-C	SLV-F	SNM-M	0.144171	2.5075	0.012159	0.0415865	176.41	58.1886	43.5245
SLV-F	MAL-C	SNM-S	0.0955502	1.53881	0.123851	0.0234602	222.327	52.6853	43.4952
TES-C	SLV-F	MAL-C	0.0237133	0.549913	0.582379	0.0405265	72.3065	89.4315	85.2883
MAL-C	SLV-F	TES-M	0.122711	2.12596	0.0335063	0.0365272	175.914	58.1874	45.4678
SLV-F	MAL-C	TES-S	0.0863237	1.38984	0.164578	0.0230905	217.847	51.9701	43.7106
TRE-F	SLV-F	MAL-C	0.00602831	0.142599	0.886607	0.00736467	119.487	61.195	60.4616
TRQ-F	SLV-F	MAL-C	0.0812692	2.18364	0.028989	0.0841651	139.895	60.7197	51.5922
SLV-M	MAL-C	SLV-O	0.265467	1.43392	0.151594	0.00499279	180.779	10.2019	5.92163
MAL-C	SNM-C	SLV-M	0.0162589	0.283187	0.777033	0.00402354	196.787	41.3055	39.9838
SNM-M	SLV-M	MAL-C	0.124645	1.80688	0.0707808	0.0294278	306.158	30.4691	23.7153
SNM-S	SLV-M	MAL-C	0.206099	3.45522	0.00054985	0.156044	52.1479	121.543	80.004
TES-C	MAL-C	SLV-M	0.0551249	1.02454	0.30558	0.0165344	173.081	52.9682	47.4336
TES-M	SLV-M	MAL-C	0.0712873	1.15767	0.246999	0.0163073	306.93	27.6217	23.9456
TES-S	SLV-M	MAL-C	0.192753	3.36299	0.000771045	0.14568	52.2244	119.247	80.7055
MAL-C	TRE-F	SLV-M	0.0702838	1.21566	0.224116	0.021877	169.779	54.5684	47.4016
MAL-C	TRQ-F	SLV-M	0.0758774	1.37048	0.170537	0.0249046	165.424	58.207	49.9968
SNM-C	MAL-C	SLV-O	0.379984	2.8494	0.00438024	0.00471147	230.248	7.40749	3.32812
SNM-M	MAL-C	SLV-O	0.251584	1.4347	0.151372	0.00462732	179.008	9.84474	5.8869
SNM-S	MAL-C	SLV-O	0.319174	2.23854	0.0251857	0.00922373	175.202	16.6256	8.58048
TES-C	MAL-C	SLV-O	0.103385	0.756661	0.449253	0.00172146	222.053	7.97445	6.48008
TES-M	MAL-C	SLV-O	0.213735	1.12019	0.262631	0.00415115	180.612	10.1166	6.55357
TES-S	MAL-C	SLV-O	0.325838	2.32507	0.0200682	0.00859765	174.946	15.2786	7.76885
TRE-F	MAL-C	SLV-O	0.136604	0.881795	0.377888	0.00196048	220.872	7.0582	5.36161
TRQ-F	MAL-C	SLV-O	0.233821	1.66095	0.0967226	0.00368807	222.137	8.42321	5.23065
MAL-C	SNM-C	SNM-M	0.0182533	0.307398	0.75854	0.0042671	205.477	41.7071	40.2118
SNM-C	MAL-C	SNM-S	0.0610626	1.108	0.267863	0.0127116	242.659	42.2758	37.41
SNM-C	MAL-C	TES-C	0.0728388	2.06765	0.0386732	0.085521	110.145	75.316	65.0891
MAL-C	SNM-C	TES-M	0.0148344	0.24524	0.80627	0.00353297	203.158	41.8831	40.6586
SNM-C	MAL-C	TES-S	0.0799231	1.52472	0.127329	0.0183052	240.7	43.4298	37.0015
SNM-C	MAL-C	TRE-F	0.00122502	0.0361829	0.971136	0.00134395	102.468	70.035	69.8636
MAL-C	SNM-C	TRQ-F	0.0409585	1.19802	0.230908	0.0445044	107.875	72.6551	66.9375
SNM-S	SNM-M	MAL-C	0.167676	2.89578	0.00378215	0.126924	52.3365	118.12	84.1965
TES-C	MAL-C	SNM-M	0.0804199	1.4305	0.152575	0.0225406	182.375	54.4381	46.334
SNM-M	TES-M	MAL-C	0.0678308	1.00285	0.315935	0.0132948	322.796	24.2255	21.1478
TES-S	SNM-M	MAL-C	0.151917	2.6923	0.0070962	0.114929	52.4566	115.495	85.0319
MAL-C	TRE-F	SNM-M	0.0387873	0.630536	0.528344	0.0108905	178.181	51.1477	47.3281
MAL-C	TRQ-F	SNM-M	0.0675572	1.22068	0.222205	0.0207537	173.014	57.7371	50.4297
MAL-C	TES-C	SNM-S	0.0885832	1.60539	0.108408	0.0241986	213.28	56.5376	47.3362
SNM-S	TES-M	MAL-C	0.187553	3.14789	0.00164454	0.143294	52.7104	121.452	83.0899
SNM-S	TES-S	MAL-C	0.0315842	0.619816	0.535379	0.00819123	315.888	36.3178	34.0939
TRE-F	MAL-C	SNM-S	0.0801233	1.10931	0.267296	0.0195646	217.996	51.4411	43.8093
TRQ-F	MAL-C	SNM-S	0.171336	2.57853	0.0099222	0.0408365	216.565	55.8487	39.5103
TES-C	MAL-C	TES-M	0.068102	1.21047	0.226098	0.01972	180.333	55.0018	47.988
MAL-C	TES-C	TES-S	0.0552368	1.01962	0.307909	0.0164083	212.147	54.2611	48.5805
TES-C	TRE-F	MAL-C	0.0117589	0.273181	0.784714	0.0205557	74.909	89.9297	87.8394
TRQ-F	TES-C	MAL-C	0.0317805	0.725627	0.468068	0.0528268	68.3005	92.5208	86.8212
TES-S	TES-M	MAL-C	0.172754	3.02885	0.00245487	0.13253	51.388	119.6	84.3646
MAL-C	TRE-F	TES-M	0.0381186	0.601088	0.547782	0.0111498	176.646	52.5788	48.7175
MAL-C	TRQ-F	TES-M	0.0425078	0.797422	0.425206	0.013487	172.746	57.589	52.8926
TRE-F	MAL-C	TES-S	0.0912719	1.37149	0.170223	0.0241318	214.711	51.4774	42.8665
TRQ-F	MAL-C	TES-S	0.141337	2.17261	0.0298096	0.0373733	212.69	54.7531	41.1925
TRQ-F	TRE-F	MAL-C	0.0697123	1.76482	0.0775942	0.079526	118.605	66.5337	57.8618
MOB-G	MAL-M	MOB-C	0.0119076	0.213208	0.831164	0.0107453	53.6342	102.993	100.569
MOB-S	MAL-M	MOB-C	0.077128	1.35375	0.175815	0.0657826	52.1039	111.516	95.5456
MTB-F	MOB-C	MAL-M	0.0939459	1.45926	0.144494	0.0273418	163.111	60.0786	49.7597
MOB-C	PAS-C	MAL-M	0.116929	1.99451	0.0460964	0.0351891	144.981	62.1987	49.1758
MAL-M	MOB-C	REN-C	0.0882587	1.13735	0.255393	0.0162928	183.727	47.4992	39.7948
MAL-M	MOB-C	REN-HC	0.0612009	0.781591	0.434455	0.0118981	178.453	45.8441	40.5563
REN-HS	MAL-M	MOB-C	0.102794	1.9916	0.0464148	0.0862293	51.3865	113.877	92.6476
REN-S	MAL-M	MOB-C	0.0601472	0.976685	0.328725	0.0514622	50.3108	108.314	96.0234
MOB-C	RGG-C	MAL-M	0.0451747	0.768621	0.442118	0.012818	182.434	55.0617	50.3019
RGG-S	MAL-M	MOB-C	0.0888798	1.51326	0.130212	0.0724823	47.2657	108.579	90.8532
MOB-C	SLV-F	MAL-M	0.170382	2.68267	0.00730363	0.0516754	148.34	65.3709	46.3378
MAL-M	SLV-M	MOB-C	0.0666576	0.906462	0.364692	0.0141838	317.913	25.362	22.1921
MOB-C	MAL-M	SLV-O	0.0427102	0.243265	0.8078	0.000828619	180.369	8.7252	8.01042
MOB-C	SNM-C	MAL-M	0.078242	1.20168	0.229487	0.0210843	157.856	53.0877	45.3832
SNM-M	MAL-M	MOB-C	0.0749502	1.07912	0.280533	0.0143184	339.589	23.5596	20.2742
SNM-S	MAL-M	MOB-C	0.0899568	1.54473	0.122411	0.0738382	48.6645	109.725	91.6132
TES-C	MOB-C	MAL-M	0.0113726	0.182941	0.854844	0.00318948	179.905	52.4481	51.2686
MAL-M	TES-M	MOB-C	0.00550969	0.0802872	0.936009	0.00105076	338.424	21.6083	21.3715
TES-S	MAL-M	MOB-C	0.102531	1.6962	0.0898484	0.0815019	48.7019	107.9	87.8312
MOB-C	TRE-F	MAL-M	0.110868	1.69769	0.0895668	0.0333173	153.533	61.2022	48.9859
MOB-C	TRQ-F	MAL-M	0.120878	1.88352	0.0596295	0.0382055	146.2	65.3411	51.248
MOB-S	MOB-G	MAL-M	0.0531084	0.788804	0.430227	0.0151398	135.357	62.5636	56.2534
MAL-M	MOB-G	MTB-F	0.0540062	0.956896	0.33862	0.0486789	51.2128	101.78	91.3499
MAL-M	PAS-C	MOB-G	0.120755	2.21111	0.0270281	0.0522494	120.934	74.086	58.1214
MAL-M	MOB-G	REN-C	0.0788014	0.862755	0.388272	0.0171825	138.925	54.9541	46.9258
MAL-M	MOB-G	REN-HC	0.0390791	0.45444	0.649512	0.00903405	137.445	52.5386	48.5867
REN-HS	MOB-G	MAL-M	0.100148	1.45701	0.145114	0.0250101	147.978	57.9016	47.3599
REN-S	MOB-G	MAL-M	0.0576542	0.774359	0.438718	0.014074	144.935	53.8086	47.9422
MOB-G	MAL-M	RGG-C	0.0984795	1.75412	0.0794103	0.0901629	57.7155	112.049	91.9587
RGG-S	MOB-G	MAL-M	0.0720303	0.981473	0.32636	0.0198605	125.519	61.8277	53.5192
MAL-M	SLV-F	MOB-G	0.122202	1.93359	0.053164	0.0519788	124.912	72.6483	56.8262
MAL-M	SLV-M	MOB-G	0.0853129	1.05799	0.290058	0.0098873	354.807	19.1467	16.1366
MOB-G	MAL-M	SLV-O	0.0335314	0.200951	0.840737	0.000827847	163.77	10.8965	10.1895
MAL-M	SNM-C	MOB-G	0.159739	2.48816	0.0128406	0.0706099	111.973	77.1667	55.9093
SNM-M	MAL-M	MOB-G	0.0652723	0.841892	0.399849	0.00740982	375.541	18.4789	16.2144
SNM-S	MOB-G	MAL-M	0.0662151	1.03107	0.302507	0.0184038	127.347	62.0632	54.3546
MOB-G	MAL-M	TES-C	0.0854795	1.55166	0.120744	0.0677769	58.8397	107.588	90.6436
TES-M	MAL-M	MOB-G	0.00598207	0.0907331	0.927705	0.000657855	375.466	16.875	16.6743
TES-S	MOB-G	MAL-M	0.0421172	0.630548	0.528336	0.0114856	124.376	59.2636	54.4733
MAL-M	TRE-F	MOB-G	0.138972	2.55268	0.0106899	0.0618388	119.899	76.6002	57.9074
MAL-M	TRQ-F	MOB-G	0.0754767	1.1625	0.245031	0.0328768	126.283	70.9494	60.991
MOB-S	MAL-M	MTB-F	0.0490833	0.816322	0.414316	0.0437629	54.9987	104.397	94.6285
MAL-M	PAS-C	MOB-S	0.115655	2.07553	0.0379379	0.047964	131.506	74.522	59.0712
MAL-M	MOB-S	REN-C	0.0906939	1.11922	0.263047	0.0200494	138.842	56.8784	47.4192
MAL-M	MOB-S	REN-HC	0.0749317	0.968238	0.332926	0.0181841	135.416	57.7864	49.73
REN-HS	MOB-S	MAL-M	0.0484237	0.875811	0.381133	0.0101501	223.853	47.7633	43.3512
MOB-S	REN-S	MAL-M	0.0119176	0.181272	0.856154	0.0024066	224.432	43.9023	42.8682
MOB-S	MAL-M	RGG-C	0.160178	2.96914	0.00298638	0.138675	57.6674	121.339	87.8342
RGG-S	MOB-S	MAL-M	0.0254754	0.343549	0.731186	0.00470173	243.053	40.778	38.7519
MAL-M	SLV-F	MOB-S	0.136394	2.28458	0.0223372	0.0535406	131.914	71.9294	54.6629
MAL-M	SLV-M	MOB-S	0.032149	0.433951	0.664324	0.00361611	370.839	18.556	17.4001
MOB-S	MAL-M	SLV-O	0.222152	1.38632	0.165648	0.00591467	166.341	14.0917	8.96875
MAL-M	SNM-C	MOB-S	0.142453	2.11279	0.034619	0.0595129	122.39	76.0793	57.1066
SNM-M	MAL-M	MOB-S	0.0299797	0.374414	0.708096	0.0033385	392.693	18.5009	17.4239
SNM-S	MOB-S	MAL-M	0.0270094	0.397962	0.690658	0.00498903	246.554	40.8461	38.6976
MOB-S	MAL-M	TES-C	0.13856	2.49467	0.0126074	0.106901	57.368	116.6	88.2205
TES-M	MAL-M	MOB-S	0.0302821	0.41911	0.675136	0.00330947	395.312	18.1809	17.1122
MOB-S	TES-S	MAL-M	0.00735342	0.123288	0.901879	0.0013714	245.495	40.368	39.7786
MAL-M	TRE-F	MOB-S	0.123328	2.19297	0.0283092	0.0515215	127.647	75.5168	58.9351
MAL-M	TRQ-F	MOB-S	0.0780517	1.18303	0.236799	0.0315291	133.342	70.1638	60.004
MTB-F	PAS-C	MAL-M	0.19335	3.88713	0.000101437	0.0643619	129.351	75.0754	50.7475
MAL-M	MTB-F	REN-C	0.0884076	1.03765	0.299434	0.0165287	173.421	48.2353	40.3993
MAL-M	MTB-F	REN-HC	0.0665303	0.747833	0.454561	0.0130348	169.407	46.4992	40.6979
REN-HS	MAL-M	MTB-F	0.0540072	0.918495	0.35836	0.048445	52.4778	105.58	94.7604
REN-S	MAL-M	MTB-F	0.0075603	0.116905	0.906935	0.00698917	51.6269	100.325	98.8192
MTB-F	RGG-C	MAL-M	0.12508	2.1183	0.0341499	0.038504	154.953	65.6913	51.0849
RGG-S	MAL-M	MTB-F	0.0872284	1.47339	0.140646	0.0714066	51.9296	102.979	86.4552
MTB-F	SLV-F	MAL-M	0.241581	4.03135	5.54568e-05	0.0810169	137.665	78.4237	47.9051
MAL-M	SLV-M	MTB-F	0.0728239	0.886796	0.375189	0.0138869	324.619	22.1722	19.162
MTB-F	MAL-M	SLV-O	0.185871	1.04967	0.293871	0.00410339	177.091	11.3039	7.76042
MTB-F	SNM-C	MAL-M	0.141747	2.41825	0.0155953	0.043512	137.743	65.1481	48.9719
SNM-M	MAL-M	MTB-F	0.067687	0.938049	0.348219	0.0120706	346.053	20.982	18.3217
SNM-S	MAL-M	MTB-F	0.08273	1.40811	0.159098	0.0696685	52.699	103.704	87.8566
MTB-F	TES-C	MAL-M	0.0714849	1.19515	0.232029	0.0218617	151.796	61.5205	53.3118
TES-M	MAL-M	MTB-F	0.0138465	0.198325	0.842791	0.00235304	345.34	18.7882	18.275
TES-S	MAL-M	MTB-F	0.0811743	1.32567	0.18495	0.0662715	51.6503	101.043	85.8703
MTB-F	TRE-F	MAL-M	0.183	2.96945	0.00298332	0.0605832	138.071	73.2884	50.6143
MTB-F	TRQ-F	MAL-M	0.197106	3.3872	0.000706103	0.0673738	134.152	77.1264	51.7283
MAL-M	PAS-C	REN-C	0.0680158	0.903434	0.366296	0.0120416	193.757	45.0293	39.294
MAL-M	PAS-C	REN-HC	0.0159246	0.201674	0.840172	0.00301305	192.988	42.9483	41.6019
MAL-M	PAS-C	REN-HS	0.122784	2.10818	0.0350151	0.0564364	133.872	73.6285	57.5249
MAL-M	PAS-C	REN-S	0.145735	2.38878	0.0169044	0.0643021	128.429	76.4859	57.0282
RGG-C	PAS-C	MAL-M	0.0785607	1.57966	0.114185	0.0239006	150.099	60.1548	51.3916
MAL-M	PAS-C	RGG-S	0.17129	2.96514	0.00302549	0.0610059	129.299	77.4483	54.7961
PAS-C	SLV-F	MAL-M	0.0681256	1.28234	0.199724	0.0177898	193.705	49.5114	43.1957
MAL-M	SLV-M	PAS-C	0.00140898	0.0201335	0.983937	0.000351181	308.14	25.8064	25.7338
PAS-C	MAL-M	SLV-O	0.045446	0.247388	0.804608	0.000966882	184.417	9.60979	8.77431
SNM-C	PAS-C	MAL-M	0.0549583	0.990822	0.321773	0.0167548	151.152	57.4432	51.4582
SNM-M	MAL-M	PAS-C	0.0542737	0.794075	0.427152	0.0116462	326.558	23.8154	21.3633
MAL-M	PAS-C	SNM-S	0.130497	2.0963	0.0360557	0.0432714	132.225	75.3774	57.9752
TES-C	PAS-C	MAL-M	0.131134	2.41899	0.0155638	0.040514	145.723	64.4882	49.5357
TES-M	MAL-M	PAS-C	0.0719871	1.13141	0.257881	0.0152242	327.97	24.0382	20.8097
MAL-M	PAS-C	TES-S	0.136549	2.26726	0.0233741	0.0478041	128.31	74.2141	56.3814
PAS-C	TRE-F	MAL-M	0.00199078	0.036082	0.971217	0.000545824	180.51	48.6839	48.4904
PAS-C	TRQ-F	MAL-M	0.013611	0.302567	0.76222	0.00358663	188.931	47.6052	46.3267
REN-C	REN-HC	MAL-M	0.0877724	0.990386	0.321985	0.00710576	414.319	20.8736	17.505
MAL-M	REN-HS	REN-C	0.127471	1.68653	0.091693	0.029689	133.726	61.672	47.7268
MAL-M	REN-S	REN-C	0.216912	2.9873	0.00281456	0.0512739	134.236	67.9946	43.7548
MAL-M	RGG-C	REN-C	0.0537994	0.642238	0.520719	0.0102255	190.582	47.6323	42.7688
MAL-M	RGG-S	REN-C	0.0358677	0.391406	0.695497	0.0080732	139.18	55.2855	51.4569
MAL-M	SLV-F	REN-C	0.0638928	0.772678	0.439713	0.0115593	197.679	45.3403	39.8944
MAL-M	SLV-M	REN-C	0.0686256	0.729759	0.465538	0.00399619	423.009	14.6143	12.7373
REN-C	MAL-M	SLV-O	0.332674	1.80862	0.0705106	0.00799163	130.508	13.369	6.69444
MAL-M	SNM-C	REN-C	0.0165675	0.193596	0.846492	0.0030652	191.581	44.1867	42.7464
MAL-M	SNM-M	REN-C	0.13084	1.29065	0.196824	0.00747394	442.017	15.3375	11.7884
MAL-M	SNM-S	REN-C	0.0825274	0.855691	0.392169	0.0185234	139.106	57.1142	48.4059
MAL-M	TES-C	REN-C	0.0231983	0.27496	0.783347	0.0043672	186.761	45.6516	43.5815
MAL-M	TES-M	REN-C	0.0898378	0.905442	0.365231	0.00446416	442.35	12.8444	10.7269
MAL-M	TES-S	REN-C	0.106024	1.12102	0.262278	0.0236934	139.63	58.9028	47.6099
MAL-M	TRE-F	REN-C	0.0391647	0.455278	0.648909	0.00725391	195.779	45.475	42.0472
MAL-M	TRQ-F	REN-C	0.0023121	0.0267663	0.978646	0.000421539	199.428	43.4225	43.2222
MAL-M	REN-HS	REN-HC	0.106853	1.44509	0.148433	0.0271631	130.502	61.7961	49.8648
MAL-M	REN-S	REN-HC	0.189507	2.41063	0.0159252	0.0485535	131.231	67.7057	46.1326
MAL-M	RGG-C	REN-HC	0.0388994	0.474505	0.63514	0.00784139	188.233	46.77	43.2676
MAL-M	RGG-S	REN-HC	0.0355356	0.401917	0.687745	0.00865831	134.974	56.0589	52.2115
MAL-M	SLV-F	REN-HC	0.0310969	0.359458	0.719252	0.00593651	195.263	43.5432	40.9167
SLV-M	MAL-M	REN-HC	0.000187294	0.00205222	0.998363	1.11418e-05	423.073	13.1562	13.1513
REN-HC	MAL-M	SLV-O	0.304336	1.78865	0.0736705	0.00772899	130.702	13.8278	7.375
SNM-C	MAL-M	REN-HC	0.0194572	0.223897	0.822838	0.0037664	187.849	43.7719	42.1011
MAL-M	SNM-M	REN-HC	0.113567	1.24969	0.211411	0.00692278	440.993	15.0852	12.0083
MAL-M	SNM-S	REN-HC	0.0741138	0.779078	0.435934	0.0179323	133.952	57.2663	49.3636
TES-C	MAL-M	REN-HC	0.00944475	0.11601	0.907645	0.00188655	183.28	44.8713	44.0316
MAL-M	TES-M	REN-HC	0.152157	1.63872	0.101271	0.00786503	441.824	13.2495	9.75
MAL-M	TES-S	REN-HC	0.110419	1.23157	0.21811	0.027051	135.336	60.8382	48.7388
MAL-M	TRE-F	REN-HC	0.0143242	0.162478	0.870929	0.00284138	191.947	44.6508	43.3897
TRQ-F	MAL-M	REN-HC	0.0138734	0.158784	0.873839	0.00269109	197.046	43.9378	42.7353
REN-HS	REN-S	MAL-M	0.0602406	1.33014	0.183473	0.0112086	242.203	42.7934	37.9306
REN-HS	MAL-M	RGG-C	0.186106	3.67616	0.000236771	0.159173	56.475	124.059	85.1279
REN-HS	RGG-S	MAL-M	0.0194146	0.289462	0.772228	0.00416459	195.8	47.3281	45.5254
MAL-M	SLV-F	REN-HS	0.133866	2.25658	0.024034	0.058311	135.284	69.978	53.4546
MAL-M	SLV-M	REN-HS	0.0388602	0.496075	0.619841	0.00468518	375.279	17.5861	16.2704
REN-HS	MAL-M	SLV-O	0.196791	1.29904	0.193931	0.00501192	163.039	13.1825	8.84722
MAL-M	SNM-C	REN-HS	0.140912	2.37892	0.0173637	0.0655602	126.217	75.0642	56.5221
SNM-M	MAL-M	REN-HS	0.0727182	0.946836	0.343722	0.00852148	397.222	18.0345	15.5894
REN-HS	SNM-S	MAL-M	0.0267856	0.379422	0.704374	0.00580276	200.317	48.1789	45.6653
REN-HS	MAL-M	TES-C	0.155937	2.92963	0.00339361	0.119334	56.1574	118.427	86.4751
TES-M	MAL-M	REN-HS	0.0137261	0.190073	0.849252	0.00158712	398.686	16.6427	16.1921
REN-HS	TES-S	MAL-M	0.0468868	0.722683	0.469875	0.009877	197.296	47.9284	43.6353
MAL-M	TRE-F	REN-HS	0.140182	2.44745	0.014387	0.0643931	129.153	74.4099	56.113
MAL-M	TRQ-F	REN-HS	0.0873924	1.29231	0.196252	0.0385193	134.598	68.1327	57.1813
REN-S	MAL-M	RGG-C	0.145117	2.46841	0.0135715	0.129017	55.8827	118.77	88.6675
RGG-S	REN-S	MAL-M	0.0389059	0.545659	0.5853	0.00806528	199.105	46.4208	42.944
MAL-M	SLV-F	REN-S	0.165325	2.42699	0.0152248	0.0694397	129.932	73.4818	52.632
MAL-M	SLV-M	REN-S	0.0460661	0.610805	0.541329	0.00545863	370.05	18.5651	16.93
REN-S	MAL-M	SLV-O	0.0650494	0.394199	0.693434	0.00157454	165.152	11.0929	9.73785
MAL-M	SNM-C	REN-S	0.160004	2.44849	0.0143456	0.0731093	121.668	79.5235	57.5856
SNM-M	MAL-M	REN-S	0.0939944	1.24966	0.211424	0.0108928	392.714	19.3615	16.0345
SNM-S	REN-S	MAL-M	0.0263171	0.355866	0.721941	0.00564656	198.647	47.4319	44.9993
REN-S	MAL-M	TES-C	0.110935	1.83051	0.0671744	0.0871658	54.6155	112.48	90.0166
MAL-M	TES-M	REN-S	0.0246042	0.344188	0.730705	0.0027943	393.086	17.5105	16.6696
TES-S	REN-S	MAL-M	0.0068443	0.0999665	0.920371	0.00142008	198.729	44.9713	44.3599
MAL-M	TRE-F	REN-S	0.145914	2.42552	0.0152863	0.064074	125.089	75.9095	56.5778
MAL-M	TRQ-F	REN-S	0.108276	1.57452	0.115366	0.0459052	129.669	70.9037	57.0495
RGG-S	MAL-M	RGG-C	0.162356	3.06713	0.00216128	0.138487	53.2497	118.836	85.6387
RGG-C	SLV-F	MAL-M	0.139864	2.33722	0.0194279	0.0408432	165.828	60.7657	45.8535
MAL-M	SLV-M	RGG-C	0.0497114	0.664118	0.506615	0.0117935	315.678	25.7688	23.3281
RGG-C	MAL-M	SLV-O	0.0760759	0.436429	0.662525	0.00161646	184.857	9.88216	8.48487
RGG-C	SNM-C	MAL-M	0.0295923	0.566168	0.57128	0.00813264	166.583	51.2284	48.2836
SNM-M	MAL-M	RGG-C	0.0710345	1.00902	0.312966	0.0152308	336.889	24.2442	21.0283
SNM-S	MAL-M	RGG-C	0.171326	3.11702	0.00182687	0.144675	54.5879	119.741	84.713
TES-C	RGG-C	MAL-M	0.0605914	1.22027	0.222361	0.0156961	194.649	50.8868	45.0725
TES-M	MAL-M	RGG-C	0.0365701	0.515544	0.606173	0.0077528	337.271	23.0203	21.3959
TES-S	MAL-M	RGG-C	0.166726	3.07195	0.00212662	0.140025	54.0861	117.502	83.9195
RGG-C	TRE-F	MAL-M	0.0747493	1.26432	0.206117	0.0223313	166.919	58.3985	50.2752
RGG-C	TRQ-F	MAL-M	0.0839149	1.47289	0.140782	0.026456	159.154	62.4314	52.7647
MAL-M	SLV-F	RGG-S	0.171718	2.53758	0.0111622	0.0582725	130.786	73.4564	51.926
MAL-M	SLV-M	RGG-S	0.0646073	0.797481	0.425172	0.0060289	370.303	18.2208	16.0093
RGG-S	MAL-M	SLV-O	0.24641	1.66428	0.0960564	0.00628037	162.324	13.7601	8.31944
MAL-M	SNM-C	RGG-S	0.184703	2.45423	0.0141187	0.064619	119.541	76.0796	52.357
SNM-M	MAL-M	RGG-S	0.065751	0.796661	0.425648	0.00604769	393.36	18.1838	15.9401
RGG-S	SNM-S	MAL-M	0.0038001	0.0514706	0.958951	0.000589679	332.411	33.3661	33.1135
RGG-S	MAL-M	TES-C	0.115455	2.09974	0.0357515	0.0901544	52.9552	113.839	90.2729
TES-M	MAL-M	RGG-S	0.0550746	0.70251	0.482361	0.00509545	395.434	18.1528	16.2576
RGG-S	TES-S	MAL-M	0.0362944	0.577318	0.563725	0.0047201	349.827	29.0104	26.9783
MAL-M	TRE-F	RGG-S	0.169701	2.6638	0.00772625	0.0579786	122.87	73.9713	52.5077
MAL-M	TRQ-F	RGG-S	0.139626	1.88615	0.0592742	0.0472437	129.199	71.4177	53.9176
